filename,image_path,mask_path,ac_gt,ac_pred,ac_residual
frame_000000.png,/home/featurize/data/segmentation_dataset/images/frame_000000.png,/home/featurize/data/masks_pred/frame_000000.png,313.96,315.85,-1.8900000000000432
frame_000001.png,/home/featurize/data/segmentation_dataset/images/frame_000001.png,/home/featurize/data/masks_pred/frame_000001.png,313.06,315.99,-2.930000000000007
frame_000002.png,/home/featurize/data/segmentation_dataset/images/frame_000002.png,/home/featurize/data/masks_pred/frame_000002.png,313.02,312.43,0.589999999999975
frame_000003.png,/home/featurize/data/segmentation_dataset/images/frame_000003.png,/home/featurize/data/masks_pred/frame_000003.png,313.01,314.3,-1.2900000000000205
frame_000004.png,/home/featurize/data/segmentation_dataset/images/frame_000004.png,/home/featurize/data/masks_pred/frame_000004.png,313.01,317.54,-4.53000000000003
frame_000005.png,/home/featurize/data/segmentation_dataset/images/frame_000005.png,/home/featurize/data/masks_pred/frame_000005.png,312.16,316.63,-4.46999999999997
frame_000006.png,/home/featurize/data/segmentation_dataset/images/frame_000006.png,/home/featurize/data/masks_pred/frame_000006.png,312.24,317.09,-4.849999999999966
frame_000007.png,/home/featurize/data/segmentation_dataset/images/frame_000007.png,/home/featurize/data/masks_pred/frame_000007.png,311.31,313.99,-2.680000000000007
frame_000008.png,/home/featurize/data/segmentation_dataset/images/frame_000008.png,/home/featurize/data/masks_pred/frame_000008.png,311.28,313.89,-2.6100000000000136
frame_000009.png,/home/featurize/data/segmentation_dataset/images/frame_000009.png,/home/featurize/data/masks_pred/frame_000009.png,310.46,316.97,-6.510000000000048
frame_000010.png,/home/featurize/data/segmentation_dataset/images/frame_000010.png,/home/featurize/data/masks_pred/frame_000010.png,309.57,314.22,-4.650000000000034
frame_000011.png,/home/featurize/data/segmentation_dataset/images/frame_000011.png,/home/featurize/data/masks_pred/frame_000011.png,296.51,286.72,9.789999999999964
frame_000012.png,/home/featurize/data/segmentation_dataset/images/frame_000012.png,/home/featurize/data/masks_pred/frame_000012.png,295.7,290.23,5.46999999999997
frame_000013.png,/home/featurize/data/segmentation_dataset/images/frame_000013.png,/home/featurize/data/masks_pred/frame_000013.png,294.74,288.15,6.590000000000032
frame_000014.png,/home/featurize/data/segmentation_dataset/images/frame_000014.png,/home/featurize/data/masks_pred/frame_000014.png,293.88,284.96,8.920000000000016
frame_000015.png,/home/featurize/data/segmentation_dataset/images/frame_000015.png,/home/featurize/data/masks_pred/frame_000015.png,292.93,285.97,6.9599999999999795
frame_000016.png,/home/featurize/data/segmentation_dataset/images/frame_000016.png,/home/featurize/data/masks_pred/frame_000016.png,292.08,285.7,6.3799999999999955
frame_000017.png,/home/featurize/data/segmentation_dataset/images/frame_000017.png,/home/featurize/data/masks_pred/frame_000017.png,292.15,281.59,10.560000000000002
frame_000018.png,/home/featurize/data/segmentation_dataset/images/frame_000018.png,/home/featurize/data/masks_pred/frame_000018.png,291.27,278.31,12.95999999999998
frame_000019.png,/home/featurize/data/segmentation_dataset/images/frame_000019.png,/home/featurize/data/masks_pred/frame_000019.png,259.84,246.56,13.279999999999973
frame_000020.png,/home/featurize/data/segmentation_dataset/images/frame_000020.png,/home/featurize/data/masks_pred/frame_000020.png,257.95,251.52,6.429999999999978
frame_000021.png,/home/featurize/data/segmentation_dataset/images/frame_000021.png,/home/featurize/data/masks_pred/frame_000021.png,255.34,257.43,-2.0900000000000034
frame_000022.png,/home/featurize/data/segmentation_dataset/images/frame_000022.png,/home/featurize/data/masks_pred/frame_000022.png,254.39,261.39,-7.0
frame_000023.png,/home/featurize/data/segmentation_dataset/images/frame_000023.png,/home/featurize/data/masks_pred/frame_000023.png,255.67,261.61,-5.940000000000026
frame_000024.png,/home/featurize/data/segmentation_dataset/images/frame_000024.png,/home/featurize/data/masks_pred/frame_000024.png,206.63,205.13,1.5
frame_000025.png,/home/featurize/data/segmentation_dataset/images/frame_000025.png,/home/featurize/data/masks_pred/frame_000025.png,218.07,222.65,-4.5800000000000125
frame_000026.png,/home/featurize/data/segmentation_dataset/images/frame_000026.png,/home/featurize/data/masks_pred/frame_000026.png,229.48,229.22,0.2599999999999909
frame_000027.png,/home/featurize/data/segmentation_dataset/images/frame_000027.png,/home/featurize/data/masks_pred/frame_000027.png,226.0,228.06,-2.0600000000000023
frame_000028.png,/home/featurize/data/segmentation_dataset/images/frame_000028.png,/home/featurize/data/masks_pred/frame_000028.png,221.59,222.94,-1.3499999999999943
frame_000029.png,/home/featurize/data/segmentation_dataset/images/frame_000029.png,/home/featurize/data/masks_pred/frame_000029.png,218.08,217.3,0.7800000000000011
frame_000030.png,/home/featurize/data/segmentation_dataset/images/frame_000030.png,/home/featurize/data/masks_pred/frame_000030.png,214.56,215.87,-1.3100000000000023
frame_000031.png,/home/featurize/data/segmentation_dataset/images/frame_000031.png,/home/featurize/data/masks_pred/frame_000031.png,211.1,215.57,-4.469999999999999
frame_000032.png,/home/featurize/data/segmentation_dataset/images/frame_000032.png,/home/featurize/data/masks_pred/frame_000032.png,207.59,205.35,2.240000000000009
frame_000033.png,/home/featurize/data/segmentation_dataset/images/frame_000033.png,/home/featurize/data/masks_pred/frame_000033.png,216.43,217.67,-1.2399999999999807
frame_000034.png,/home/featurize/data/segmentation_dataset/images/frame_000034.png,/home/featurize/data/masks_pred/frame_000034.png,214.46,219.1,-4.639999999999986
frame_000035.png,/home/featurize/data/segmentation_dataset/images/frame_000035.png,/home/featurize/data/masks_pred/frame_000035.png,217.86,220.65,-2.789999999999992
frame_000036.png,/home/featurize/data/segmentation_dataset/images/frame_000036.png,/home/featurize/data/masks_pred/frame_000036.png,223.02,228.93,-5.909999999999997
frame_000037.png,/home/featurize/data/segmentation_dataset/images/frame_000037.png,/home/featurize/data/masks_pred/frame_000037.png,226.42,229.42,-3.0
frame_000038.png,/home/featurize/data/segmentation_dataset/images/frame_000038.png,/home/featurize/data/masks_pred/frame_000038.png,229.89,231.61,-1.7200000000000273
frame_000039.png,/home/featurize/data/segmentation_dataset/images/frame_000039.png,/home/featurize/data/masks_pred/frame_000039.png,226.03,232.92,-6.889999999999986
frame_000040.png,/home/featurize/data/segmentation_dataset/images/frame_000040.png,/home/featurize/data/masks_pred/frame_000040.png,224.36,227.73,-3.369999999999976
frame_000041.png,/home/featurize/data/segmentation_dataset/images/frame_000041.png,/home/featurize/data/masks_pred/frame_000041.png,222.56,225.63,-3.069999999999993
frame_000042.png,/home/featurize/data/segmentation_dataset/images/frame_000042.png,/home/featurize/data/masks_pred/frame_000042.png,220.88,224.05,-3.170000000000016
frame_000043.png,/home/featurize/data/segmentation_dataset/images/frame_000043.png,/home/featurize/data/masks_pred/frame_000043.png,219.13,219.97,-0.8400000000000034
frame_000044.png,/home/featurize/data/segmentation_dataset/images/frame_000044.png,/home/featurize/data/masks_pred/frame_000044.png,217.31,217.52,-0.21000000000000796
frame_000045.png,/home/featurize/data/segmentation_dataset/images/frame_000045.png,/home/featurize/data/masks_pred/frame_000045.png,214.81,213.16,1.6500000000000057
frame_000046.png,/home/featurize/data/segmentation_dataset/images/frame_000046.png,/home/featurize/data/masks_pred/frame_000046.png,212.11,213.62,-1.509999999999991
frame_000047.png,/home/featurize/data/segmentation_dataset/images/frame_000047.png,/home/featurize/data/masks_pred/frame_000047.png,209.44,210.73,-1.289999999999992
frame_000048.png,/home/featurize/data/segmentation_dataset/images/frame_000048.png,/home/featurize/data/masks_pred/frame_000048.png,197.02,201.44,-4.4199999999999875
frame_000049.png,/home/featurize/data/segmentation_dataset/images/frame_000049.png,/home/featurize/data/masks_pred/frame_000049.png,200.56,203.47,-2.9099999999999966
frame_000050.png,/home/featurize/data/segmentation_dataset/images/frame_000050.png,/home/featurize/data/masks_pred/frame_000050.png,203.17,203.01,0.1599999999999966
frame_000051.png,/home/featurize/data/segmentation_dataset/images/frame_000051.png,/home/featurize/data/masks_pred/frame_000051.png,205.8,205.37,0.4300000000000068
frame_000052.png,/home/featurize/data/segmentation_dataset/images/frame_000052.png,/home/featurize/data/masks_pred/frame_000052.png,209.36,209.29,0.0700000000000216
frame_000053.png,/home/featurize/data/segmentation_dataset/images/frame_000053.png,/home/featurize/data/masks_pred/frame_000053.png,211.13,213.6,-2.469999999999999
frame_000054.png,/home/featurize/data/segmentation_dataset/images/frame_000054.png,/home/featurize/data/masks_pred/frame_000054.png,214.68,218.08,-3.4000000000000057
frame_000055.png,/home/featurize/data/segmentation_dataset/images/frame_000055.png,/home/featurize/data/masks_pred/frame_000055.png,213.03,218.72,-5.689999999999998
frame_000056.png,/home/featurize/data/segmentation_dataset/images/frame_000056.png,/home/featurize/data/masks_pred/frame_000056.png,213.08,217.32,-4.239999999999981
frame_000057.png,/home/featurize/data/segmentation_dataset/images/frame_000057.png,/home/featurize/data/masks_pred/frame_000057.png,213.01,215.78,-2.7700000000000102
frame_000058.png,/home/featurize/data/segmentation_dataset/images/frame_000058.png,/home/featurize/data/masks_pred/frame_000058.png,212.97,214.21,-1.240000000000009
frame_000059.png,/home/featurize/data/segmentation_dataset/images/frame_000059.png,/home/featurize/data/masks_pred/frame_000059.png,212.07,214.16,-2.0900000000000034
frame_000060.png,/home/featurize/data/segmentation_dataset/images/frame_000060.png,/home/featurize/data/masks_pred/frame_000060.png,212.06,213.42,-1.3599999999999852
frame_000061.png,/home/featurize/data/segmentation_dataset/images/frame_000061.png,/home/featurize/data/masks_pred/frame_000061.png,212.84,214.32,-1.4799999999999898
frame_000062.png,/home/featurize/data/segmentation_dataset/images/frame_000062.png,/home/featurize/data/masks_pred/frame_000062.png,211.99,213.35,-1.3599999999999852
frame_000063.png,/home/featurize/data/segmentation_dataset/images/frame_000063.png,/home/featurize/data/masks_pred/frame_000063.png,211.96,214.43,-2.469999999999999
frame_000064.png,/home/featurize/data/segmentation_dataset/images/frame_000064.png,/home/featurize/data/masks_pred/frame_000064.png,211.96,214.59,-2.6299999999999955
frame_000065.png,/home/featurize/data/segmentation_dataset/images/frame_000065.png,/home/featurize/data/masks_pred/frame_000065.png,211.94,214.75,-2.8100000000000023
frame_000066.png,/home/featurize/data/segmentation_dataset/images/frame_000066.png,/home/featurize/data/masks_pred/frame_000066.png,212.87,215.9,-3.030000000000001
frame_000067.png,/home/featurize/data/segmentation_dataset/images/frame_000067.png,/home/featurize/data/masks_pred/frame_000067.png,213.77,216.35,-2.579999999999984
frame_000068.png,/home/featurize/data/segmentation_dataset/images/frame_000068.png,/home/featurize/data/masks_pred/frame_000068.png,213.82,216.48,-2.6599999999999966
frame_000069.png,/home/featurize/data/segmentation_dataset/images/frame_000069.png,/home/featurize/data/masks_pred/frame_000069.png,213.9,215.77,-1.8700000000000045
frame_000070.png,/home/featurize/data/segmentation_dataset/images/frame_000070.png,/home/featurize/data/masks_pred/frame_000070.png,214.75,219.2,-4.449999999999989
frame_000071.png,/home/featurize/data/segmentation_dataset/images/frame_000071.png,/home/featurize/data/masks_pred/frame_000071.png,215.7,221.31,-5.610000000000014
frame_000072.png,/home/featurize/data/segmentation_dataset/images/frame_000072.png,/home/featurize/data/masks_pred/frame_000072.png,258.47,257.61,0.8600000000000136
frame_000073.png,/home/featurize/data/segmentation_dataset/images/frame_000073.png,/home/featurize/data/masks_pred/frame_000073.png,261.35,259.57,1.7800000000000296
frame_000074.png,/home/featurize/data/segmentation_dataset/images/frame_000074.png,/home/featurize/data/masks_pred/frame_000074.png,262.33,263.55,-1.2200000000000273
frame_000075.png,/home/featurize/data/segmentation_dataset/images/frame_000075.png,/home/featurize/data/masks_pred/frame_000075.png,262.46,259.84,2.6200000000000045
frame_000076.png,/home/featurize/data/segmentation_dataset/images/frame_000076.png,/home/featurize/data/masks_pred/frame_000076.png,263.36,261.32,2.0400000000000205
frame_000077.png,/home/featurize/data/segmentation_dataset/images/frame_000077.png,/home/featurize/data/masks_pred/frame_000077.png,260.85,257.01,3.840000000000032
frame_000078.png,/home/featurize/data/segmentation_dataset/images/frame_000078.png,/home/featurize/data/masks_pred/frame_000078.png,259.18,254.45,4.730000000000018
frame_000079.png,/home/featurize/data/segmentation_dataset/images/frame_000079.png,/home/featurize/data/masks_pred/frame_000079.png,257.67,253.6,4.070000000000022
frame_000080.png,/home/featurize/data/segmentation_dataset/images/frame_000080.png,/home/featurize/data/masks_pred/frame_000080.png,256.0,255.47,0.5300000000000011
frame_000081.png,/home/featurize/data/segmentation_dataset/images/frame_000081.png,/home/featurize/data/masks_pred/frame_000081.png,258.74,257.64,1.1000000000000227
frame_000082.png,/home/featurize/data/segmentation_dataset/images/frame_000082.png,/home/featurize/data/masks_pred/frame_000082.png,257.14,257.44,-0.30000000000001137
frame_000083.png,/home/featurize/data/segmentation_dataset/images/frame_000083.png,/home/featurize/data/masks_pred/frame_000083.png,256.32,257.44,-1.1200000000000045
frame_000084.png,/home/featurize/data/segmentation_dataset/images/frame_000084.png,/home/featurize/data/masks_pred/frame_000084.png,254.77,251.52,3.25
frame_000085.png,/home/featurize/data/segmentation_dataset/images/frame_000085.png,/home/featurize/data/masks_pred/frame_000085.png,253.17,249.0,4.1699999999999875
frame_000086.png,/home/featurize/data/segmentation_dataset/images/frame_000086.png,/home/featurize/data/masks_pred/frame_000086.png,251.61,246.77,4.840000000000003
frame_000087.png,/home/featurize/data/segmentation_dataset/images/frame_000087.png,/home/featurize/data/masks_pred/frame_000087.png,305.37,268.11,37.25999999999999
frame_000088.png,/home/featurize/data/segmentation_dataset/images/frame_000088.png,/home/featurize/data/masks_pred/frame_000088.png,304.5,275.17,29.329999999999984
frame_000089.png,/home/featurize/data/segmentation_dataset/images/frame_000089.png,/home/featurize/data/masks_pred/frame_000089.png,303.79,275.25,28.54000000000002
frame_000090.png,/home/featurize/data/segmentation_dataset/images/frame_000090.png,/home/featurize/data/masks_pred/frame_000090.png,304.56,272.18,32.379999999999995
frame_000091.png,/home/featurize/data/segmentation_dataset/images/frame_000091.png,/home/featurize/data/masks_pred/frame_000091.png,303.65,272.29,31.359999999999957
frame_000092.png,/home/featurize/data/segmentation_dataset/images/frame_000092.png,/home/featurize/data/masks_pred/frame_000092.png,302.79,271.32,31.470000000000027
frame_000093.png,/home/featurize/data/segmentation_dataset/images/frame_000093.png,/home/featurize/data/masks_pred/frame_000093.png,302.8,266.94,35.860000000000014
frame_000094.png,/home/featurize/data/segmentation_dataset/images/frame_000094.png,/home/featurize/data/masks_pred/frame_000094.png,301.75,270.19,31.560000000000002
frame_000095.png,/home/featurize/data/segmentation_dataset/images/frame_000095.png,/home/featurize/data/masks_pred/frame_000095.png,301.07,271.64,29.430000000000007
frame_000096.png,/home/featurize/data/segmentation_dataset/images/frame_000096.png,/home/featurize/data/masks_pred/frame_000096.png,301.07,269.3,31.769999999999982
frame_000097.png,/home/featurize/data/segmentation_dataset/images/frame_000097.png,/home/featurize/data/masks_pred/frame_000097.png,299.99,268.16,31.829999999999984
frame_000098.png,/home/featurize/data/segmentation_dataset/images/frame_000098.png,/home/featurize/data/masks_pred/frame_000098.png,300.93,264.94,35.99000000000001
frame_000099.png,/home/featurize/data/segmentation_dataset/images/frame_000099.png,/home/featurize/data/masks_pred/frame_000099.png,300.08,260.82,39.25999999999999
frame_000100.png,/home/featurize/data/segmentation_dataset/images/frame_000100.png,/home/featurize/data/masks_pred/frame_000100.png,299.63,264.83,34.80000000000001
frame_000101.png,/home/featurize/data/segmentation_dataset/images/frame_000101.png,/home/featurize/data/masks_pred/frame_000101.png,296.55,261.03,35.52000000000004
frame_000102.png,/home/featurize/data/segmentation_dataset/images/frame_000102.png,/home/featurize/data/masks_pred/frame_000102.png,296.64,267.76,28.879999999999995
frame_000103.png,/home/featurize/data/segmentation_dataset/images/frame_000103.png,/home/featurize/data/masks_pred/frame_000103.png,297.52,269.33,28.189999999999998
frame_000104.png,/home/featurize/data/segmentation_dataset/images/frame_000104.png,/home/featurize/data/masks_pred/frame_000104.png,296.61,271.39,25.220000000000027
frame_000105.png,/home/featurize/data/segmentation_dataset/images/frame_000105.png,/home/featurize/data/masks_pred/frame_000105.png,296.76,265.56,31.19999999999999
frame_000106.png,/home/featurize/data/segmentation_dataset/images/frame_000106.png,/home/featurize/data/masks_pred/frame_000106.png,282.27,275.66,6.609999999999957
frame_000107.png,/home/featurize/data/segmentation_dataset/images/frame_000107.png,/home/featurize/data/masks_pred/frame_000107.png,289.7,273.9,15.800000000000011
frame_000108.png,/home/featurize/data/segmentation_dataset/images/frame_000108.png,/home/featurize/data/masks_pred/frame_000108.png,290.09,274.52,15.569999999999993
frame_000109.png,/home/featurize/data/segmentation_dataset/images/frame_000109.png,/home/featurize/data/masks_pred/frame_000109.png,286.29,270.62,15.670000000000016
frame_000110.png,/home/featurize/data/segmentation_dataset/images/frame_000110.png,/home/featurize/data/masks_pred/frame_000110.png,283.73,268.12,15.610000000000014
frame_000111.png,/home/featurize/data/segmentation_dataset/images/frame_000111.png,/home/featurize/data/masks_pred/frame_000111.png,281.67,263.41,18.25999999999999
frame_000112.png,/home/featurize/data/segmentation_dataset/images/frame_000112.png,/home/featurize/data/masks_pred/frame_000112.png,280.95,262.73,18.21999999999997
frame_000113.png,/home/featurize/data/segmentation_dataset/images/frame_000113.png,/home/featurize/data/masks_pred/frame_000113.png,278.24,260.79,17.44999999999999
frame_000114.png,/home/featurize/data/segmentation_dataset/images/frame_000114.png,/home/featurize/data/masks_pred/frame_000114.png,277.5,266.61,10.889999999999986
frame_000115.png,/home/featurize/data/segmentation_dataset/images/frame_000115.png,/home/featurize/data/masks_pred/frame_000115.png,275.59,260.65,14.939999999999998
frame_000116.png,/home/featurize/data/segmentation_dataset/images/frame_000116.png,/home/featurize/data/masks_pred/frame_000116.png,273.69,257.24,16.44999999999999
frame_000117.png,/home/featurize/data/segmentation_dataset/images/frame_000117.png,/home/featurize/data/masks_pred/frame_000117.png,272.07,253.14,18.930000000000007
frame_000118.png,/home/featurize/data/segmentation_dataset/images/frame_000118.png,/home/featurize/data/masks_pred/frame_000118.png,270.4,251.27,19.129999999999967
frame_000119.png,/home/featurize/data/segmentation_dataset/images/frame_000119.png,/home/featurize/data/masks_pred/frame_000119.png,268.49,250.32,18.170000000000016
frame_000120.png,/home/featurize/data/segmentation_dataset/images/frame_000120.png,/home/featurize/data/masks_pred/frame_000120.png,266.75,246.87,19.879999999999995
frame_000121.png,/home/featurize/data/segmentation_dataset/images/frame_000121.png,/home/featurize/data/masks_pred/frame_000121.png,265.82,251.18,14.639999999999986
frame_000122.png,/home/featurize/data/segmentation_dataset/images/frame_000122.png,/home/featurize/data/masks_pred/frame_000122.png,263.1,249.69,13.410000000000025
frame_000123.png,/home/featurize/data/segmentation_dataset/images/frame_000123.png,/home/featurize/data/masks_pred/frame_000123.png,261.43,247.2,14.230000000000018
frame_000124.png,/home/featurize/data/segmentation_dataset/images/frame_000124.png,/home/featurize/data/masks_pred/frame_000124.png,260.58,249.23,11.349999999999994
frame_000125.png,/home/featurize/data/segmentation_dataset/images/frame_000125.png,/home/featurize/data/masks_pred/frame_000125.png,257.8,248.39,9.410000000000025
frame_000126.png,/home/featurize/data/segmentation_dataset/images/frame_000126.png,/home/featurize/data/masks_pred/frame_000126.png,256.83,242.22,14.609999999999985
frame_000127.png,/home/featurize/data/segmentation_dataset/images/frame_000127.png,/home/featurize/data/masks_pred/frame_000127.png,255.14,244.32,10.819999999999993
frame_000128.png,/home/featurize/data/segmentation_dataset/images/frame_000128.png,/home/featurize/data/masks_pred/frame_000128.png,253.33,247.91,5.420000000000016
frame_000129.png,/home/featurize/data/segmentation_dataset/images/frame_000129.png,/home/featurize/data/masks_pred/frame_000129.png,248.04,251.26,-3.219999999999999
frame_000130.png,/home/featurize/data/segmentation_dataset/images/frame_000130.png,/home/featurize/data/masks_pred/frame_000130.png,248.86,250.71,-1.8499999999999943
frame_000131.png,/home/featurize/data/segmentation_dataset/images/frame_000131.png,/home/featurize/data/masks_pred/frame_000131.png,248.9,251.48,-2.579999999999984
